VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
11/21/2021 10:00:00 AM,Baltimore City,392,353628,97,314745,5,22924,397,376552,102,337669
11/22/2021 10:00:00 AM,Baltimore City,553,354181,221,314966,22,22946,575,377127,243,337912
11/23/2021 10:00:00 AM,Baltimore City,526,354707,266,315232,10,22956,536,377663,276,338188
11/24/2021 10:00:00 AM,Baltimore City,436,355143,270,315502,14,22970,450,378113,284,338472
11/25/2021 10:00:00 AM,Baltimore City,35,355178,14,315516,1,22971,36,378149,15,338487
11/26/2021 10:00:00 AM,Baltimore City,275,355453,246,315762,6,22977,281,378430,252,338739
11/27/2021 10:00:00 AM,Baltimore City,172,355625,211,315973,15,22992,187,378617,226,338965
11/28/2021 10:00:00 AM,Baltimore City,150,355775,264,316237,6,22998,156,378773,270,339235
11/29/2021 10:00:00 AM,Baltimore City,383,356158,628,316865,17,23015,400,379173,645,339880
11/30/2021 10:00:00 AM,Baltimore City,477,356635,630,317495,21,23036,498,379671,651,340531
12/01/2021 10:00:00 AM,Baltimore City,491,357126,564,318059,23,23059,514,380185,587,341118
12/02/2021 10:00:00 AM,Baltimore City,622,357748,677,318736,37,23096,659,380844,714,341832
12/03/2021 10:00:00 AM,Baltimore City,640,358388,676,319412,13,23109,653,381497,689,342521
12/04/2021 10:00:00 AM,Baltimore City,397,358785,776,320188,10,23119,407,381904,786,343307
12/05/2021 10:00:00 AM,Baltimore City,263,359048,290,320478,4,23123,267,382171,294,343601
12/06/2021 10:00:00 AM,Baltimore City,415,359463,453,320931,28,23151,443,382614,481,344082
12/07/2021 10:00:00 AM,Baltimore City,407,359870,490,321421,14,23165,421,383035,504,344586
12/08/2021 10:00:00 AM,Baltimore City,447,360317,452,321873,24,23189,471,383506,476,345062
12/09/2021 10:00:00 AM,Baltimore City,405,360722,432,322305,13,23202,418,383924,445,345507
12/10/2021 10:00:00 AM,Baltimore City,453,361175,452,322757,11,23213,464,384388,463,345970
12/11/2021 10:00:00 AM,Baltimore City,180,361355,242,322999,5,23218,185,384573,247,346217
12/16/2020 10:00:00 AM,Caroline,2,2,,0,,0,,2,,0
12/17/2020 10:00:00 AM,Caroline,10,12,,0,,0,,12,,0
12/18/2020 10:00:00 AM,Caroline,7,19,,0,,0,,19,,0
12/21/2020 10:00:00 AM,Caroline,9,28,1,1,,0,,28,,1
12/22/2020 10:00:00 AM,Caroline,20,48,,1,,0,,48,,1
12/23/2020 10:00:00 AM,Caroline,70,118,1,2,,0,,118,,2
12/24/2020 10:00:00 AM,Caroline,4,122,,2,,0,,122,,2
12/25/2020 10:00:00 AM,Caroline,2,124,,2,,0,,124,,2
12/26/2020 10:00:00 AM,Caroline,7,131,,2,,0,,131,,2
12/27/2020 10:00:00 AM,Caroline,45,176,1,3,,0,,176,,3
12/28/2020 10:00:00 AM,Caroline,17,193,,3,,0,,193,,3
12/29/2020 10:00:00 AM,Caroline,73,266,,3,,0,,266,,3
12/30/2020 10:00:00 AM,Caroline,412,678,3,6,,0,,678,,6
12/31/2020 10:00:00 AM,Caroline,60,738,,6,,0,,738,,6
01/01/2021 10:00:00 AM,Caroline,2,740,1,7,,0,,740,,7
01/02/2021 10:00:00 AM,Caroline,21,761,,7,,0,,761,,7
01/03/2021 10:00:00 AM,Caroline,3,764,,7,,0,,764,,7
01/04/2021 10:00:00 AM,Caroline,107,871,,7,,0,,871,,7
01/05/2021 10:00:00 AM,Caroline,67,938,,7,,0,,938,,7
01/06/2021 10:00:00 AM,Caroline,307,1245,3,10,,0,,1245,,10
01/07/2021 10:00:00 AM,Caroline,74,1319,10,20,,0,,1319,,20
01/08/2021 10:00:00 AM,Caroline,119,1438,6,26,,0,,1438,,26
01/09/2021 10:00:00 AM,Caroline,8,1446,,26,,0,,1446,,26
01/10/2021 10:00:00 AM,Caroline,1,1447,1,27,,0,,1447,,27
01/11/2021 10:00:00 AM,Caroline,35,1482,8,35,,0,,1482,,35
01/12/2021 10:00:00 AM,Caroline,39,1521,23,58,,0,,1521,,58
01/13/2021 10:00:00 AM,Caroline,166,1687,20,78,,0,,1687,,78
01/14/2021 10:00:00 AM,Caroline,90,1777,5,83,,0,,1777,,83
01/15/2021 10:00:00 AM,Caroline,115,1892,12,95,,0,,1892,,95
01/16/2021 10:00:00 AM,Caroline,8,1900,3,98,,0,,1900,,98
01/17/2021 10:00:00 AM,Caroline,47,1947,41,139,,0,,1947,,139
01/18/2021 10:00:00 AM,Caroline,19,1966,8,147,,0,,1966,,147
01/19/2021 10:00:00 AM,Caroline,40,2006,5,152,,0,,2006,,152
01/20/2021 10:00:00 AM,Caroline,372,2378,40,192,,0,,2378,,192
01/21/2021 10:00:00 AM,Caroline,105,2483,14,206,,0,,2483,,206
01/22/2021 10:00:00 AM,Caroline,198,2681,33,239,,0,,2681,,239
01/23/2021 10:00:00 AM,Caroline,10,2691,16,255,,0,,2691,,255
01/24/2021 10:00:00 AM,Caroline,7,2698,2,257,,0,,2698,,257
01/25/2021 10:00:00 AM,Caroline,51,2749,28,285,,0,,2749,,285
01/26/2021 10:00:00 AM,Caroline,118,2867,102,387,,0,,2867,,387
01/27/2021 10:00:00 AM,Caroline,110,2977,193,580,,0,,2977,,580
01/28/2021 10:00:00 AM,Caroline,264,3241,100,680,,0,,3241,,680
01/29/2021 10:00:00 AM,Caroline,189,3430,135,815,,0,,3430,,815
01/30/2021 10:00:00 AM,Caroline,7,3437,9,824,,0,,3437,,824
01/31/2021 10:00:00 AM,Caroline,3,3440,1,825,,0,,3440,,825
02/01/2021 10:00:00 AM,Caroline,17,3457,19,844,,0,,3457,,844
02/02/2021 10:00:00 AM,Caroline,144,3601,84,928,,0,,3601,,928
02/03/2021 10:00:00 AM,Caroline,111,3712,123,1051,,0,,3712,,1051
02/04/2021 10:00:00 AM,Caroline,175,3887,133,1184,,0,,3887,,1184
02/05/2021 10:00:00 AM,Caroline,68,3955,204,1388,,0,,3955,,1388
02/06/2021 10:00:00 AM,Caroline,8,3963,4,1392,,0,,3963,,1392
02/07/2021 10:00:00 AM,Caroline,3,3966,43,1435,,0,,3966,,1435
02/08/2021 10:00:00 AM,Caroline,22,3988,27,1462,,0,,3988,,1462
02/09/2021 10:00:00 AM,Caroline,26,4014,24,1486,,0,,4014,,1486
02/10/2021 10:00:00 AM,Caroline,139,4153,132,1618,,0,,4153,,1618
02/11/2021 10:00:00 AM,Caroline,50,4203,26,1644,,0,,4203,,1644
02/12/2021 10:00:00 AM,Caroline,34,4237,46,1690,,0,,4237,,1690
02/13/2021 10:00:00 AM,Caroline,4,4241,6,1696,,0,,4241,,1696
02/14/2021 10:00:00 AM,Caroline,3,4244,7,1703,,0,,4244,,1703
02/15/2021 10:00:00 AM,Caroline,7,4251,61,1764,,0,,4251,,1764
02/16/2021 10:00:00 AM,Caroline,14,4265,42,1806,,0,,4265,,1806
02/17/2021 10:00:00 AM,Caroline,170,4435,75,1881,,0,,4435,,1881
02/18/2021 10:00:00 AM,Caroline,17,4452,50,1931,,0,,4452,,1931
02/19/2021 10:00:00 AM,Caroline,41,4493,506,2437,,0,,4493,,2437
02/20/2021 10:00:00 AM,Caroline,22,4515,29,2466,,0,,4515,,2466
02/21/2021 10:00:00 AM,Caroline,6,4521,3,2469,,0,,4521,,2469
02/22/2021 10:00:00 AM,Caroline,9,4530,34,2503,,0,,4530,,2503
02/23/2021 10:00:00 AM,Caroline,10,4540,63,2566,,0,,4540,,2566
02/24/2021 10:00:00 AM,Caroline,106,4646,142,2708,,0,,4646,,2708
02/25/2021 10:00:00 AM,Caroline,217,4863,215,2923,,0,,4863,,2923
02/26/2021 10:00:00 AM,Caroline,311,5174,363,3286,,0,,5174,,3286
02/27/2021 10:00:00 AM,Caroline,8,5182,2,3288,,0,,5182,,3288
02/28/2021 10:00:00 AM,Caroline,12,5194,1,3289,,0,,5194,,3289
03/01/2021 10:00:00 AM,Caroline,22,5216,23,3312,,0,,5216,,3312
03/02/2021 10:00:00 AM,Caroline,41,5257,26,3338,,0,,5257,,3338
03/03/2021 10:00:00 AM,Caroline,93,5350,115,3453,,0,,5350,,3453
03/04/2021 10:00:00 AM,Caroline,270,5620,212,3665,5,5,275,5625,217,3670
03/05/2021 10:00:00 AM,Caroline,477,6097,105,3770,3,8,480,6105,108,3778
03/06/2021 10:00:00 AM,Caroline,18,6115,7,3777,89,97,107,6212,96,3874
03/07/2021 10:00:00 AM,Caroline,22,6137,5,3782,17,114,39,6251,22,3896
03/08/2021 10:00:00 AM,Caroline,34,6171,38,3820,11,125,45,6296,49,3945
03/09/2021 10:00:00 AM,Caroline,44,6215,12,3832,1,126,45,6341,13,3958
03/10/2021 10:00:00 AM,Caroline,45,6260,162,3994,4,130,49,6390,166,4124
03/11/2021 10:00:00 AM,Caroline,249,6509,75,4069,2,132,251,6641,77,4201
03/12/2021 10:00:00 AM,Caroline,294,6803,18,4087,178,310,472,7113,196,4397
03/13/2021 10:00:00 AM,Caroline,14,6817,19,4106,23,333,37,7150,42,4439
03/14/2021 11:00:00 AM,Caroline,16,6833,3,4109,74,407,90,7240,77,4516
03/15/2021 11:00:00 AM,Caroline,37,6870,23,4132,2,409,39,7279,25,4541
03/16/2021 11:00:00 AM,Caroline,60,6930,28,4160,,409,,7339,,4569
03/17/2021 11:00:00 AM,Caroline,103,7033,161,4321,,409,,7442,,4730
03/18/2021 11:00:00 AM,Caroline,194,7227,40,4361,40,449,234,7676,80,4810
03/19/2021 11:00:00 AM,Caroline,239,7466,36,4397,30,479,269,7945,66,4876
03/20/2021 11:00:00 AM,Caroline,40,7506,4,4401,3,482,43,7988,7,4883
03/21/2021 11:00:00 AM,Caroline,27,7533,4,4405,3,485,30,8018,7,4890
03/22/2021 11:00:00 AM,Caroline,39,7572,11,4416,19,504,58,8076,30,4920
03/23/2021 11:00:00 AM,Caroline,58,7630,12,4428,35,539,93,8169,47,4967
03/24/2021 11:00:00 AM,Caroline,104,7734,172,4600,3,542,107,8276,175,5142
03/25/2021 11:00:00 AM,Caroline,417,8151,155,4755,3,545,420,8696,158,5300
03/26/2021 11:00:00 AM,Caroline,66,8217,298,5053,5,550,71,8767,303,5603
03/27/2021 11:00:00 AM,Caroline,33,8250,8,5061,10,560,43,8810,18,5621
03/28/2021 11:00:00 AM,Caroline,38,8288,12,5073,4,564,42,8852,16,5637
03/29/2021 11:00:00 AM,Caroline,79,8367,22,5095,21,585,100,8952,43,5680
03/30/2021 11:00:00 AM,Caroline,81,8448,36,5131,43,628,124,9076,79,5759
03/31/2021 11:00:00 AM,Caroline,94,8542,109,5240,51,679,145,9221,160,5919
04/01/2021 11:00:00 AM,Caroline,202,8744,264,5504,53,732,255,9476,317,6236
04/02/2021 11:00:00 AM,Caroline,105,8849,473,5977,54,786,159,9635,527,6763
04/03/2021 11:00:00 AM,Caroline,47,8896,26,6003,69,855,116,9751,95,6858
04/04/2021 11:00:00 AM,Caroline,15,8911,14,6017,40,895,55,9806,54,6912
04/05/2021 11:00:00 AM,Caroline,45,8956,27,6044,184,1079,229,10035,211,7123
04/06/2021 11:00:00 AM,Caroline,58,9014,36,6080,186,1265,244,10279,222,7345
04/07/2021 11:00:00 AM,Caroline,44,9058,31,6111,186,1451,230,10509,217,7562
04/08/2021 11:00:00 AM,Caroline,60,9118,252,6363,595,2046,655,11164,847,8409
04/09/2021 11:00:00 AM,Caroline,124,9242,314,6677,148,2194,272,11436,462,8871
04/10/2021 11:00:00 AM,Caroline,39,9281,22,6699,100,2294,139,11575,122,8993
04/11/2021 11:00:00 AM,Caroline,13,9294,24,6723,80,2374,93,11668,104,9097
04/12/2021 11:00:00 AM,Caroline,28,9322,61,6784,24,2398,52,11720,85,9182
04/13/2021 11:00:00 AM,Caroline,37,9359,67,6851,,2398,,11757,,9249
04/14/2021 11:00:00 AM,Caroline,203,9562,109,6960,,2398,,11960,,9358
04/15/2021 11:00:00 AM,Caroline,69,9631,202,7162,,2398,,12029,,9560
04/16/2021 11:00:00 AM,Caroline,108,9739,228,7390,,2398,,12137,,9788
04/17/2021 11:00:00 AM,Caroline,23,9762,26,7416,,2398,,12160,,9814
04/18/2021 11:00:00 AM,Caroline,18,9780,17,7433,,2398,,12178,,9831
04/19/2021 11:00:00 AM,Caroline,28,9808,51,7484,,2398,,12206,,9882
04/20/2021 11:00:00 AM,Caroline,45,9853,81,7565,,2398,,12251,,9963
04/21/2021 11:00:00 AM,Caroline,147,10000,120,7685,,2398,,12398,,10083
04/22/2021 11:00:00 AM,Caroline,113,10113,428,8113,,2398,,12511,,10511
04/23/2021 11:00:00 AM,Caroline,108,10221,78,8191,,2398,,12619,,10589
04/24/2021 11:00:00 AM,Caroline,84,10305,48,8239,,2398,,12703,,10637
04/25/2021 11:00:00 AM,Caroline,11,10316,10,8249,,2398,,12714,,10647
04/26/2021 11:00:00 AM,Caroline,18,10334,74,8323,1,2399,19,12733,75,10722
04/27/2021 11:00:00 AM,Caroline,32,10366,59,8382,9,2408,41,12774,68,10790
04/28/2021 11:00:00 AM,Caroline,123,10489,89,8471,8,2416,131,12905,97,10887
04/29/2021 11:00:00 AM,Caroline,63,10552,175,8646,14,2430,77,12982,189,11076
04/30/2021 11:00:00 AM,Caroline,169,10721,57,8703,20,2450,189,13171,77,11153
05/01/2021 11:00:00 AM,Caroline,21,10742,40,8743,,2450,,13192,,11193
05/02/2021 11:00:00 AM,Caroline,10,10752,15,8758,,2450,,13202,,11208
05/03/2021 11:00:00 AM,Caroline,9,10761,36,8794,6,2456,15,13217,42,11250
05/04/2021 11:00:00 AM,Caroline,27,10788,38,8832,16,2472,43,13260,54,11304
05/05/2021 11:00:00 AM,Caroline,67,10855,33,8865,3,2475,70,13330,36,11340
05/06/2021 11:00:00 AM,Caroline,43,10898,135,9000,14,2489,57,13387,149,11489
05/07/2021 11:00:00 AM,Caroline,23,10921,44,9044,17,2506,40,13427,61,11550
05/08/2021 11:00:00 AM,Caroline,7,10928,19,9063,4,2510,11,13438,23,11573
05/09/2021 11:00:00 AM,Caroline,2,10930,6,9069,1,2511,3,13441,7,11580
08/25/2021 11:00:00 AM,Allegany,159,29187,87,26506,35,3229,194,32416,122,29735
08/26/2021 11:00:00 AM,Allegany,135,29322,46,26552,6,3235,141,32557,52,29787
08/27/2021 11:00:00 AM,Allegany,130,29452,45,26597,4,3239,134,32691,49,29836
08/28/2021 11:00:00 AM,Allegany,33,29485,26,26623,3,3242,36,32727,29,29865
08/29/2021 11:00:00 AM,Allegany,20,29505,18,26641,,3242,,32747,,29883
08/30/2021 11:00:00 AM,Allegany,57,29562,41,26682,4,3246,61,32808,45,29928
08/31/2021 11:00:00 AM,Allegany,62,29624,42,26724,5,3251,67,32875,47,29975
09/01/2021 11:00:00 AM,Allegany,71,29695,44,26768,19,3270,90,32965,63,30038
09/02/2021 11:00:00 AM,Allegany,45,29740,48,26816,1,3271,46,33011,49,30087
09/03/2021 11:00:00 AM,Allegany,66,29806,44,26860,3,3274,69,33080,47,30134
09/04/2021 11:00:00 AM,Allegany,20,29826,40,26900,1,3275,21,33101,41,30175
09/05/2021 11:00:00 AM,Allegany,9,29835,20,26920,1,3276,10,33111,21,30196
09/06/2021 11:00:00 AM,Allegany,5,29840,10,26930,,3276,,33116,,30206
09/07/2021 11:00:00 AM,Allegany,32,29872,52,26982,4,3280,36,33152,56,30262
09/08/2021 11:00:00 AM,Allegany,57,29929,90,27072,11,3291,68,33220,101,30363
09/09/2021 11:00:00 AM,Allegany,44,29973,46,27118,5,3296,49,33269,51,30414
09/10/2021 11:00:00 AM,Allegany,68,30041,87,27205,6,3302,74,33343,93,30507
09/11/2021 11:00:00 AM,Allegany,14,30055,35,27240,2,3304,16,33359,37,30544
09/12/2021 11:00:00 AM,Allegany,19,30074,23,27263,2,3306,21,33380,25,30569
09/13/2021 11:00:00 AM,Allegany,39,30113,44,27307,6,3312,45,33425,50,30619
09/14/2021 11:00:00 AM,Allegany,44,30157,47,27354,4,3316,48,33473,51,30670
09/15/2021 11:00:00 AM,Allegany,85,30242,125,27479,18,3334,103,33576,143,30813
09/16/2021 11:00:00 AM,Allegany,54,30296,53,27532,2,3336,56,33632,55,30868
09/17/2021 11:00:00 AM,Allegany,88,30384,194,27726,8,3344,96,33728,202,31070
09/18/2021 11:00:00 AM,Allegany,31,30415,20,27746,4,3348,35,33763,24,31094
09/19/2021 11:00:00 AM,Allegany,4,30419,15,27761,2,3350,6,33769,17,31111
09/20/2021 11:00:00 AM,Allegany,43,30462,50,27811,,3350,,33812,,31161
09/21/2021 11:00:00 AM,Allegany,31,30493,48,27859,2,3352,33,33845,50,31211
09/22/2021 11:00:00 AM,Allegany,109,30602,100,27959,25,3377,134,33979,125,31336
09/23/2021 11:00:00 AM,Allegany,29,30631,29,27988,1,3378,30,34009,30,31366
09/24/2021 11:00:00 AM,Allegany,65,30696,84,28072,6,3384,71,34080,90,31456
09/25/2021 11:00:00 AM,Allegany,34,30730,22,28094,1,3385,35,34115,23,31479
09/26/2021 11:00:00 AM,Allegany,7,30737,13,28107,2,3387,9,34124,15,31494
09/27/2021 11:00:00 AM,Allegany,27,30764,36,28143,2,3389,29,34153,38,31532
09/28/2021 11:00:00 AM,Allegany,40,30804,47,28190,,3389,,34193,,31579
09/29/2021 11:00:00 AM,Allegany,57,30861,70,28260,9,3398,66,34259,79,31658
09/30/2021 11:00:00 AM,Allegany,42,30903,39,28299,4,3402,46,34305,43,31701
10/01/2021 11:00:00 AM,Allegany,37,30940,60,28359,,3402,,34342,,31761
10/02/2021 11:00:00 AM,Allegany,11,30951,15,28374,1,3403,12,34354,16,31777
10/03/2021 11:00:00 AM,Allegany,12,30963,13,28387,,3403,,34366,,31790
10/04/2021 11:00:00 AM,Allegany,26,30989,26,28413,3,3406,29,34395,29,31819
10/05/2021 11:00:00 AM,Allegany,36,31025,40,28453,4,3410,40,34435,44,31863
10/06/2021 11:00:00 AM,Allegany,34,31059,48,28501,9,3419,43,34478,57,31920
10/07/2021 11:00:00 AM,Allegany,34,31093,31,28532,4,3423,38,34516,35,31955
10/08/2021 11:00:00 AM,Allegany,46,31139,47,28579,2,3425,48,34564,49,32004
10/09/2021 11:00:00 AM,Allegany,15,31154,17,28596,,3425,,34579,,32021
10/10/2021 11:00:00 AM,Allegany,3,31157,7,28603,,3425,,34582,,32028
10/11/2021 11:00:00 AM,Allegany,33,31190,36,28639,2,3427,35,34617,38,32066
10/12/2021 11:00:00 AM,Allegany,19,31209,27,28666,4,3431,23,34640,31,32097
10/13/2021 11:00:00 AM,Allegany,33,31242,58,28724,6,3437,39,34679,64,32161
10/14/2021 11:00:00 AM,Allegany,27,31269,41,28765,1,3438,28,34707,42,32203
10/15/2021 11:00:00 AM,Allegany,53,31322,86,28851,4,3442,57,34764,90,32293
10/16/2021 11:00:00 AM,Allegany,17,31339,18,28869,3,3445,20,34784,21,32314
10/17/2021 11:00:00 AM,Allegany,8,31347,11,28880,,3445,,34792,,32325
10/18/2021 11:00:00 AM,Allegany,23,31370,39,28919,,3445,,34815,,32364
10/19/2021 11:00:00 AM,Allegany,20,31390,21,28940,2,3447,22,34837,23,32387
10/20/2021 11:00:00 AM,Allegany,39,31429,59,28999,9,3456,48,34885,68,32455
10/21/2021 11:00:00 AM,Allegany,18,31447,30,29029,,3456,,34903,,32485
10/22/2021 11:00:00 AM,Allegany,47,31494,49,29078,8,3464,55,34958,57,32542
10/23/2021 11:00:00 AM,Allegany,16,31510,14,29092,,3464,,34974,,32556
10/24/2021 11:00:00 AM,Allegany,9,31519,2,29094,,3464,,34983,,32558
10/25/2021 11:00:00 AM,Allegany,30,31549,17,29111,4,3468,34,35017,21,32579
10/26/2021 11:00:00 AM,Allegany,47,31596,35,29146,5,3473,52,35069,40,32619
10/27/2021 11:00:00 AM,Allegany,57,31653,41,29187,14,3487,71,35140,55,32674
10/28/2021 11:00:00 AM,Allegany,23,31676,38,29225,1,3488,24,35164,39,32713
10/29/2021 11:00:00 AM,Allegany,42,31718,36,29261,5,3493,47,35211,41,32754
10/30/2021 11:00:00 AM,Allegany,18,31736,13,29274,2,3495,20,35231,15,32769
10/31/2021 11:00:00 AM,Allegany,2,31738,7,29281,,3495,,35233,,32776
11/01/2021 11:00:00 AM,Allegany,16,31754,15,29296,4,3499,20,35253,19,32795
11/02/2021 11:00:00 AM,Allegany,64,31818,22,29318,9,3508,73,35326,31,32826
11/03/2021 11:00:00 AM,Allegany,43,31861,24,29342,6,3514,49,35375,30,32856
11/04/2021 11:00:00 AM,Allegany,26,31887,20,29362,4,3518,30,35405,24,32880
11/05/2021 11:00:00 AM,Allegany,73,31960,55,29417,11,3529,84,35489,66,32946
11/06/2021 11:00:00 AM,Allegany,22,31982,9,29426,1,3530,23,35512,10,32956
11/07/2021 10:00:00 AM,Allegany,12,31994,10,29436,,3530,,35524,,32966
11/08/2021 10:00:00 AM,Allegany,132,32126,28,29464,1,3531,133,35657,29,32995
11/09/2021 10:00:00 AM,Allegany,107,32233,14,29478,3,3534,110,35767,17,33012
11/10/2021 10:00:00 AM,Allegany,97,32330,29,29507,1,3535,98,35865,30,33042
11/11/2021 10:00:00 AM,Allegany,61,32391,26,29533,4,3539,65,35930,30,33072
11/12/2021 10:00:00 AM,Allegany,66,32457,36,29569,3,3542,69,35999,39,33111
11/13/2021 10:00:00 AM,Allegany,14,32471,12,29581,3,3545,17,36016,15,33126
11/14/2021 10:00:00 AM,Allegany,7,32478,9,29590,1,3546,8,36024,10,33136
11/15/2021 10:00:00 AM,Allegany,57,32535,15,29605,3,3549,60,36084,18,33154
11/16/2021 10:00:00 AM,Allegany,92,32627,21,29626,4,3553,96,36180,25,33179
11/17/2021 10:00:00 AM,Allegany,90,32717,25,29651,6,3559,96,36276,31,33210
11/18/2021 10:00:00 AM,Allegany,38,32755,24,29675,2,3561,40,36316,26,33236
11/19/2021 10:00:00 AM,Allegany,79,32834,28,29703,8,3569,87,36403,36,33272
11/20/2021 10:00:00 AM,Allegany,25,32859,13,29716,4,3573,29,36432,17,33289
11/21/2021 10:00:00 AM,Allegany,12,32871,6,29722,2,3575,14,36446,8,33297
11/22/2021 10:00:00 AM,Allegany,30,32901,16,29738,2,3577,32,36478,18,33315
11/23/2021 10:00:00 AM,Allegany,31,32932,19,29757,7,3584,38,36516,26,33341
11/24/2021 10:00:00 AM,Allegany,29,32961,29,29786,8,3592,37,36553,37,33378
11/25/2021 10:00:00 AM,Allegany,,32961,,29786,,3592,,36553,,33378
11/26/2021 10:00:00 AM,Allegany,20,32981,20,29806,5,3597,25,36578,25,33403
11/27/2021 10:00:00 AM,Allegany,10,32991,17,29823,2,3599,12,36590,19,33422
11/28/2021 10:00:00 AM,Allegany,9,33000,11,29834,3,3602,12,36602,14,33436
11/29/2021 10:00:00 AM,Allegany,37,33037,103,29937,3,3605,40,36642,106,33542
11/30/2021 10:00:00 AM,Allegany,88,33125,141,30078,4,3609,92,36734,145,33687
12/01/2021 10:00:00 AM,Allegany,55,33180,68,30146,2,3611,57,36791,70,33757
12/02/2021 10:00:00 AM,Allegany,48,33228,29,30175,4,3615,52,36843,33,33790
12/03/2021 10:00:00 AM,Allegany,43,33271,58,30233,7,3622,50,36893,65,33855
12/04/2021 10:00:00 AM,Allegany,18,33289,12,30245,3,3625,21,36914,15,33870
12/05/2021 10:00:00 AM,Allegany,10,33299,9,30254,1,3626,11,36925,10,33880
12/06/2021 10:00:00 AM,Allegany,24,33323,46,30300,2,3628,26,36951,48,33928
12/07/2021 10:00:00 AM,Allegany,23,33346,79,30379,4,3632,27,36978,83,34011
12/08/2021 10:00:00 AM,Allegany,47,33393,70,30449,2,3634,49,37027,72,34083
12/09/2021 10:00:00 AM,Allegany,28,33421,29,30478,2,3636,30,37057,31,34114
12/10/2021 10:00:00 AM,Allegany,31,33452,44,30522,1,3637,32,37089,45,34159
12/11/2021 10:00:00 AM,Allegany,5,33457,11,30533,,3637,,37094,,34170
