VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
02/11/2021 10:00:00 AM,Baltimore City,1430,58650,1502,25467,,0,,58650,,25467
02/12/2021 10:00:00 AM,Baltimore City,1575,60225,1557,27024,,0,,60225,,27024
02/13/2021 10:00:00 AM,Baltimore City,1421,61646,751,27775,,0,,61646,,27775
02/14/2021 10:00:00 AM,Baltimore City,231,61877,147,27922,,0,,61877,,27922
02/15/2021 10:00:00 AM,Baltimore City,949,62826,1303,29225,,0,,62826,,29225
02/16/2021 10:00:00 AM,Baltimore City,1329,64155,2153,31378,,0,,64155,,31378
02/17/2021 10:00:00 AM,Baltimore City,1179,65334,2081,33459,,0,,65334,,33459
02/18/2021 10:00:00 AM,Baltimore City,166,65500,290,33749,,0,,65500,,33749
02/19/2021 10:00:00 AM,Baltimore City,827,66327,1535,35284,,0,,66327,,35284
02/20/2021 10:00:00 AM,Baltimore City,898,67225,1296,36580,,0,,67225,,36580
02/21/2021 10:00:00 AM,Baltimore City,236,67461,297,36877,,0,,67461,,36877
02/22/2021 10:00:00 AM,Baltimore City,424,67885,1375,38252,,0,,67885,,38252
02/23/2021 10:00:00 AM,Baltimore City,1501,69386,1187,39439,,0,,69386,,39439
02/24/2021 10:00:00 AM,Baltimore City,1607,70993,1730,41169,,0,,70993,,41169
02/25/2021 10:00:00 AM,Baltimore City,1411,72404,2223,43392,,0,,72404,,43392
02/26/2021 10:00:00 AM,Baltimore City,2357,74761,2238,45630,,0,,74761,,45630
02/27/2021 10:00:00 AM,Baltimore City,1489,76250,1153,46783,,0,,76250,,46783
02/28/2021 10:00:00 AM,Baltimore City,1061,77311,434,47217,,0,,77311,,47217
03/01/2021 10:00:00 AM,Baltimore City,1921,79232,1005,48222,,0,,79232,,48222
03/02/2021 10:00:00 AM,Baltimore City,1644,80876,834,49056,,0,,80876,,49056
03/03/2021 10:00:00 AM,Baltimore City,2933,83809,1533,50589,3,3,2936,83812,1536,50592
03/04/2021 10:00:00 AM,Baltimore City,2886,86695,1572,52161,368,371,3254,87066,1940,52532
03/05/2021 10:00:00 AM,Baltimore City,2437,89132,1520,53681,283,654,2720,89786,1803,54335
03/06/2021 10:00:00 AM,Baltimore City,1642,90774,1327,55008,389,1043,2031,91817,1716,56051
03/07/2021 10:00:00 AM,Baltimore City,627,91401,432,55440,643,1686,1270,93087,1075,57126
03/08/2021 10:00:00 AM,Baltimore City,2114,93515,686,56126,704,2390,2818,95905,1390,58516
03/09/2021 10:00:00 AM,Baltimore City,2859,96374,887,57013,578,2968,3437,99342,1465,59981
03/10/2021 10:00:00 AM,Baltimore City,2379,98753,1328,58341,581,3549,2960,102302,1909,61890
03/11/2021 10:00:00 AM,Baltimore City,3515,102268,1049,59390,209,3758,3724,106026,1258,63148
03/12/2021 10:00:00 AM,Baltimore City,2854,105122,1286,60676,148,3906,3002,109028,1434,64582
03/13/2021 10:00:00 AM,Baltimore City,2082,107204,867,61543,80,3986,2162,111190,947,65529
03/14/2021 11:00:00 AM,Baltimore City,1206,108410,366,61909,22,4008,1228,112418,388,65917
03/15/2021 11:00:00 AM,Baltimore City,2280,110690,820,62729,15,4023,2295,114713,835,66752
03/16/2021 11:00:00 AM,Baltimore City,2705,113395,998,63727,243,4266,2948,117661,1241,67993
03/17/2021 11:00:00 AM,Baltimore City,2910,116305,936,64663,464,4730,3374,121035,1400,69393
03/18/2021 11:00:00 AM,Baltimore City,3948,120253,1022,65685,207,4937,4155,125190,1229,70622
03/19/2021 11:00:00 AM,Baltimore City,2843,123096,1253,66938,64,5001,2907,128097,1317,71939
03/20/2021 11:00:00 AM,Baltimore City,1845,124941,1059,67997,64,5065,1909,130006,1123,73062
03/21/2021 11:00:00 AM,Baltimore City,1352,126293,665,68662,55,5120,1407,131413,720,73782
03/22/2021 11:00:00 AM,Baltimore City,2577,128870,831,69493,36,5156,2613,134026,867,74649
03/23/2021 11:00:00 AM,Baltimore City,3436,132306,1679,71172,229,5385,3665,137691,1908,76557
03/24/2021 11:00:00 AM,Baltimore City,2714,135020,2380,73552,125,5510,2839,140530,2505,79062
03/25/2021 11:00:00 AM,Baltimore City,4205,139225,2203,75755,137,5647,4342,144872,2340,81402
03/26/2021 11:00:00 AM,Baltimore City,3220,142445,2344,78099,65,5712,3285,148157,2409,83811
03/27/2021 11:00:00 AM,Baltimore City,2666,145111,1280,79379,187,5899,2853,151010,1467,85278
03/28/2021 11:00:00 AM,Baltimore City,1077,146188,612,79991,13,5912,1090,152100,625,85903
03/29/2021 11:00:00 AM,Baltimore City,1921,148109,2261,82252,51,5963,1972,154072,2312,88215
03/30/2021 11:00:00 AM,Baltimore City,3427,151536,2694,84946,131,6094,3558,157630,2825,91040
03/31/2021 11:00:00 AM,Baltimore City,3480,155016,3250,88196,187,6281,3667,161297,3437,94477
04/01/2021 11:00:00 AM,Baltimore City,3325,158341,3823,92019,199,6480,3524,164821,4022,98499
04/02/2021 11:00:00 AM,Baltimore City,2613,160954,2308,94327,263,6743,2876,167697,2571,101070
04/03/2021 11:00:00 AM,Baltimore City,2345,163299,1858,96185,108,6851,2453,170150,1966,103036
04/04/2021 11:00:00 AM,Baltimore City,479,163778,431,96616,38,6889,517,170667,469,103505
04/05/2021 11:00:00 AM,Baltimore City,2199,165977,1773,98389,371,7260,2570,173237,2144,105649
04/06/2021 11:00:00 AM,Baltimore City,3852,169829,2374,100763,658,7918,4510,177747,3032,108681
04/07/2021 11:00:00 AM,Baltimore City,2665,172494,2441,103204,773,8691,3438,181185,3214,111895
04/08/2021 11:00:00 AM,Baltimore City,2849,175343,3293,106497,825,9516,3674,184859,4118,116013
04/09/2021 11:00:00 AM,Baltimore City,3272,178615,3077,109574,760,10276,4032,188891,3837,119850
04/10/2021 11:00:00 AM,Baltimore City,2374,180989,2154,111728,515,10791,2889,191780,2669,122519
04/11/2021 11:00:00 AM,Baltimore City,1192,182181,731,112459,775,11566,1967,193747,1506,124025
04/12/2021 11:00:00 AM,Baltimore City,2059,184240,2835,115294,562,12128,2621,196368,3397,127422
04/13/2021 11:00:00 AM,Baltimore City,3477,187717,2961,118255,12,12140,3489,199857,2973,130395
04/14/2021 11:00:00 AM,Baltimore City,3695,191412,2607,120862,7,12147,3702,203559,2614,133009
04/15/2021 11:00:00 AM,Baltimore City,2867,194279,3842,124704,,12147,,206426,,136851
04/16/2021 11:00:00 AM,Baltimore City,3064,197343,3020,127724,2,12149,3066,209492,3022,139873
04/17/2021 11:00:00 AM,Baltimore City,2828,200171,1930,129654,,12149,,212320,,141803
04/18/2021 11:00:00 AM,Baltimore City,1118,201289,1366,131020,,12149,,213438,,143169
04/19/2021 11:00:00 AM,Baltimore City,1722,203011,2344,133364,23,12172,1745,215183,2367,145536
04/20/2021 11:00:00 AM,Baltimore City,2314,205325,3583,136947,28,12200,2342,217525,3611,149147
04/21/2021 11:00:00 AM,Baltimore City,3033,208358,3680,140627,7,12207,3040,220565,3687,152834
04/22/2021 11:00:00 AM,Baltimore City,2792,211150,3543,144170,10,12217,2802,223367,3553,156387
04/23/2021 11:00:00 AM,Baltimore City,2229,213379,2611,146781,5,12222,2234,225601,2616,159003
04/24/2021 11:00:00 AM,Baltimore City,1643,215022,2511,149292,31,12253,1674,227275,2542,161545
04/25/2021 11:00:00 AM,Baltimore City,1110,216132,279,149571,3,12256,1113,228388,282,161827
04/26/2021 11:00:00 AM,Baltimore City,1716,217848,2307,151878,9,12265,1725,230113,2316,164143
04/27/2021 11:00:00 AM,Baltimore City,1759,219607,3192,155070,70,12335,1829,231942,3262,167405
04/28/2021 11:00:00 AM,Baltimore City,2379,221986,2741,157811,70,12405,2449,234391,2811,170216
04/29/2021 11:00:00 AM,Baltimore City,2471,224457,3059,160870,110,12515,2581,236972,3169,173385
04/30/2021 11:00:00 AM,Baltimore City,2654,227111,2226,163096,103,12618,2757,239729,2329,175714
05/01/2021 11:00:00 AM,Baltimore City,1494,228605,2371,165467,72,12690,1566,241295,2443,178157
05/02/2021 11:00:00 AM,Baltimore City,591,229196,1195,166662,41,12731,632,241927,1236,179393
05/03/2021 11:00:00 AM,Baltimore City,970,230166,2045,168707,103,12834,1073,243000,2148,181541
05/04/2021 11:00:00 AM,Baltimore City,1127,231293,3502,172209,88,12922,1215,244215,3590,185131
05/05/2021 11:00:00 AM,Baltimore City,1598,232891,3303,175512,95,13017,1693,245908,3398,188529
05/06/2021 11:00:00 AM,Baltimore City,1586,234477,2586,178098,134,13151,1720,247628,2720,191249
05/07/2021 11:00:00 AM,Baltimore City,1657,236134,2896,180994,129,13280,1786,249414,3025,194274
05/08/2021 11:00:00 AM,Baltimore City,966,237100,2479,183473,101,13381,1067,250481,2580,196854
05/09/2021 11:00:00 AM,Baltimore City,428,237528,907,184380,55,13436,483,250964,962,197816
05/10/2021 11:00:00 AM,Baltimore City,837,238365,2083,186463,137,13573,974,251938,2220,200036
05/11/2021 11:00:00 AM,Baltimore City,1180,239545,2411,188874,163,13736,1343,253281,2574,202610
05/12/2021 11:00:00 AM,Baltimore City,1264,240809,3062,191936,123,13859,1387,254668,3185,205795
05/13/2021 11:00:00 AM,Baltimore City,1723,242532,2221,194157,136,13995,1859,256527,2357,208152
05/14/2021 11:00:00 AM,Baltimore City,1991,244523,2159,196316,147,14142,2138,258665,2306,210458
05/15/2021 11:00:00 AM,Baltimore City,1626,246149,1663,197979,116,14258,1742,260407,1779,212237
05/16/2021 11:00:00 AM,Baltimore City,812,246961,948,198927,70,14328,882,261289,1018,213255
05/17/2021 11:00:00 AM,Baltimore City,1285,248246,1538,200465,190,14518,1475,262764,1728,214983
05/18/2021 11:00:00 AM,Baltimore City,1375,249621,2090,202555,164,14682,1539,264303,2254,217237
05/19/2021 11:00:00 AM,Baltimore City,1507,251128,2453,205008,101,14783,1608,265911,2554,219791
05/20/2021 11:00:00 AM,Baltimore City,1712,252840,2399,207407,141,14924,1853,267764,2540,222331
05/21/2021 11:00:00 AM,Baltimore City,1617,254457,2571,209978,140,15064,1757,269521,2711,225042
05/22/2021 11:00:00 AM,Baltimore City,1251,255708,1674,211652,70,15134,1321,270842,1744,226786
05/23/2021 11:00:00 AM,Baltimore City,767,256475,650,212302,34,15168,801,271643,684,227470
05/24/2021 11:00:00 AM,Baltimore City,1171,257646,1125,213427,84,15252,1255,272898,1209,228679
05/25/2021 11:00:00 AM,Baltimore City,1284,258930,1384,214811,84,15336,1368,274266,1468,230147
05/26/2021 11:00:00 AM,Baltimore City,1285,260215,1448,216259,126,15462,1411,275677,1574,231721
05/27/2021 11:00:00 AM,Baltimore City,1236,261451,1921,218180,92,15554,1328,277005,2013,233734
05/28/2021 11:00:00 AM,Baltimore City,1113,262564,2038,220218,113,15667,1226,278231,2151,235885
05/29/2021 11:00:00 AM,Baltimore City,676,263240,811,221029,40,15707,716,278947,851,236736
05/30/2021 11:00:00 AM,Baltimore City,358,263598,469,221498,45,15752,403,279350,514,237250
05/31/2021 11:00:00 AM,Baltimore City,154,263752,227,221725,38,15790,192,279542,265,237515
06/01/2021 11:00:00 AM,Baltimore City,1020,264772,1595,223320,71,15861,1091,280633,1666,239181
06/02/2021 11:00:00 AM,Baltimore City,1004,265776,1243,224563,88,15949,1092,281725,1331,240512
06/03/2021 11:00:00 AM,Baltimore City,945,266721,1726,226289,94,16043,1039,282764,1820,242332
06/04/2021 11:00:00 AM,Baltimore City,918,267639,1805,228094,146,16189,1064,283828,1951,244283
06/05/2021 11:00:00 AM,Baltimore City,784,268423,1575,229669,53,16242,837,284665,1628,245911
06/06/2021 11:00:00 AM,Baltimore City,274,268697,477,230146,21,16263,295,284960,498,246409
06/07/2021 11:00:00 AM,Baltimore City,584,269281,1201,231347,57,16320,641,285601,1258,247667
06/08/2021 11:00:00 AM,Baltimore City,694,269975,1472,232819,108,16428,802,286403,1580,249247
06/09/2021 11:00:00 AM,Baltimore City,802,270777,1386,234205,161,16589,963,287366,1547,250794
06/10/2021 11:00:00 AM,Baltimore City,816,271593,1630,235835,81,16670,897,288263,1711,252505
06/11/2021 11:00:00 AM,Baltimore City,753,272346,1670,237505,90,16760,843,289106,1760,254265
06/12/2021 11:00:00 AM,Baltimore City,452,272798,1155,238660,72,16832,524,289630,1227,255492
06/13/2021 11:00:00 AM,Baltimore City,178,272976,566,239226,54,16886,232,289862,620,256112
06/14/2021 11:00:00 AM,Baltimore City,498,273474,1126,240352,87,16973,585,290447,1213,257325
06/15/2021 11:00:00 AM,Baltimore City,602,274076,1415,241767,129,17102,731,291178,1544,258869
06/16/2021 11:00:00 AM,Baltimore City,737,274813,1309,243076,85,17187,822,292000,1394,260263
06/17/2021 11:00:00 AM,Baltimore City,741,275554,1245,244321,112,17299,853,292853,1357,261620
06/18/2021 11:00:00 AM,Baltimore City,854,276408,1131,245452,77,17376,931,293784,1208,262828
06/19/2021 11:00:00 AM,Baltimore City,465,276873,611,246063,42,17418,507,294291,653,263481
06/20/2021 11:00:00 AM,Baltimore City,160,277033,391,246454,42,17460,202,294493,433,263914
06/21/2021 11:00:00 AM,Baltimore City,499,277532,450,246904,70,17530,569,295062,520,264434
06/22/2021 11:00:00 AM,Baltimore City,608,278140,985,247889,117,17647,725,295787,1102,265536
06/23/2021 11:00:00 AM,Baltimore City,710,278850,1045,248934,113,17760,823,296610,1158,266694
06/24/2021 11:00:00 AM,Baltimore City,611,279461,898,249832,52,17812,663,297273,950,267644
06/25/2021 11:00:00 AM,Baltimore City,716,280177,878,250710,57,17869,773,298046,935,268579
06/26/2021 11:00:00 AM,Baltimore City,353,280530,612,251322,34,17903,387,298433,646,269225
06/27/2021 11:00:00 AM,Baltimore City,165,280695,242,251564,14,17917,179,298612,256,269481
06/28/2021 11:00:00 AM,Baltimore City,457,281152,511,252075,102,18019,559,299171,613,270094
06/29/2021 11:00:00 AM,Baltimore City,596,281748,582,252657,41,18060,637,299808,623,270717
06/30/2021 11:00:00 AM,Baltimore City,603,282351,797,253454,83,18143,686,300494,880,271597
07/01/2021 11:00:00 AM,Baltimore City,517,282868,685,254139,56,18199,573,301067,741,272338
07/02/2021 11:00:00 AM,Baltimore City,528,283396,691,254830,48,18247,576,301643,739,273077
07/03/2021 11:00:00 AM,Baltimore City,298,283694,339,255169,15,18262,313,301956,354,273431
07/04/2021 11:00:00 AM,Baltimore City,32,283726,34,255203,9,18271,41,301997,43,273474
07/05/2021 11:00:00 AM,Baltimore City,301,284027,284,255487,37,18308,338,302335,321,273795
07/06/2021 11:00:00 AM,Baltimore City,474,284501,620,256107,45,18353,519,302854,665,274460
07/07/2021 11:00:00 AM,Baltimore City,470,284971,644,256751,90,18443,560,303414,734,275194
07/08/2021 11:00:00 AM,Baltimore City,544,285515,638,257389,65,18508,609,304023,703,275897
07/09/2021 11:00:00 AM,Baltimore City,563,286078,860,258249,42,18550,605,304628,902,276799
07/10/2021 11:00:00 AM,Baltimore City,334,286412,466,258715,26,18576,360,304988,492,277291
07/11/2021 11:00:00 AM,Baltimore City,257,286669,187,258902,18,18594,275,305263,205,277496
07/12/2021 11:00:00 AM,Baltimore City,482,287151,483,259385,72,18666,554,305817,555,278051
07/13/2021 11:00:00 AM,Baltimore City,484,287635,539,259924,20,18686,504,306321,559,278610
07/14/2021 11:00:00 AM,Baltimore City,466,288101,591,260515,100,18786,566,306887,691,279301
07/15/2021 11:00:00 AM,Baltimore City,477,288578,517,261032,46,18832,523,307410,563,279864
07/16/2021 11:00:00 AM,Baltimore City,689,289267,656,261688,57,18889,746,308156,713,280577
07/17/2021 11:00:00 AM,Baltimore City,273,289540,348,262036,42,18931,315,308471,390,280967
07/18/2021 11:00:00 AM,Baltimore City,140,289680,126,262162,13,18944,153,308624,139,281106
07/19/2021 11:00:00 AM,Baltimore City,564,290244,434,262596,44,18988,608,309232,478,281584
07/20/2021 11:00:00 AM,Baltimore City,643,290887,594,263190,69,19057,712,309944,663,282247
07/21/2021 11:00:00 AM,Baltimore City,616,291503,570,263760,64,19121,680,310624,634,282881
07/22/2021 11:00:00 AM,Baltimore City,667,292170,493,264253,103,19224,770,311394,596,283477
07/23/2021 11:00:00 AM,Baltimore City,848,293018,558,264811,93,19317,941,312335,651,284128
07/24/2021 11:00:00 AM,Baltimore City,475,293493,302,265113,37,19354,512,312847,339,284467
07/25/2021 11:00:00 AM,Baltimore City,292,293785,91,265204,20,19374,312,313159,111,284578
07/26/2021 11:00:00 AM,Baltimore City,628,294413,412,265616,58,19432,686,313845,470,285048
07/27/2021 11:00:00 AM,Baltimore City,691,295104,491,266107,61,19493,752,314597,552,285600
07/28/2021 11:00:00 AM,Baltimore City,696,295800,419,266526,40,19533,736,315333,459,286059
07/29/2021 11:00:00 AM,Baltimore City,672,296472,458,266984,50,19583,722,316055,508,286567
07/30/2021 11:00:00 AM,Baltimore City,801,297273,589,267573,82,19665,883,316938,671,287238
07/31/2021 11:00:00 AM,Baltimore City,411,297684,278,267851,24,19689,435,317373,302,287540
08/01/2021 11:00:00 AM,Baltimore City,374,298058,232,268083,17,19706,391,317764,249,287789
08/02/2021 11:00:00 AM,Baltimore City,706,298764,359,268442,19,19725,725,318489,378,288167
08/03/2021 11:00:00 AM,Baltimore City,826,299590,419,268861,56,19781,882,319371,475,288642
08/04/2021 11:00:00 AM,Baltimore City,784,300374,396,269257,97,19878,881,320252,493,289135
08/05/2021 11:00:00 AM,Baltimore City,836,301210,481,269738,76,19954,912,321164,557,289692
08/06/2021 11:00:00 AM,Baltimore City,951,302161,537,270275,49,20003,1000,322164,586,290278
08/07/2021 11:00:00 AM,Baltimore City,460,302621,237,270512,51,20054,511,322675,288,290566
08/08/2021 11:00:00 AM,Baltimore City,303,302924,140,270652,16,20070,319,322994,156,290722
08/09/2021 11:00:00 AM,Baltimore City,706,303630,482,271134,33,20103,739,323733,515,291237
08/10/2021 11:00:00 AM,Baltimore City,721,304351,530,271664,36,20139,757,324490,566,291803
08/11/2021 11:00:00 AM,Baltimore City,833,305184,497,272161,39,20178,872,325362,536,292339
08/12/2021 11:00:00 AM,Baltimore City,764,305948,522,272683,62,20240,826,326188,584,292923
08/13/2021 11:00:00 AM,Baltimore City,816,306764,667,273350,66,20306,882,327070,733,293656
08/14/2021 11:00:00 AM,Baltimore City,466,307230,354,273704,30,20336,496,327566,384,294040
08/15/2021 11:00:00 AM,Baltimore City,319,307549,242,273946,28,20364,347,327913,270,294310
08/16/2021 11:00:00 AM,Baltimore City,481,308030,504,274450,67,20431,548,328461,571,294881
08/17/2021 11:00:00 AM,Baltimore City,728,308758,562,275012,29,20460,757,329218,591,295472
08/18/2021 11:00:00 AM,Baltimore City,720,309478,533,275545,86,20546,806,330024,619,296091
08/19/2021 11:00:00 AM,Baltimore City,686,310164,559,276104,54,20600,740,330764,613,296704
08/20/2021 11:00:00 AM,Baltimore City,952,311116,741,276845,46,20646,998,331762,787,297491
08/21/2021 11:00:00 AM,Baltimore City,493,311609,354,277199,43,20689,536,332298,397,297888
08/22/2021 11:00:00 AM,Baltimore City,307,311916,297,277496,6,20695,313,332611,303,298191
08/23/2021 11:00:00 AM,Baltimore City,587,312503,603,278099,23,20718,610,333221,626,298817
08/24/2021 11:00:00 AM,Baltimore City,831,313334,681,278780,32,20750,863,334084,713,299530
08/25/2021 11:00:00 AM,Baltimore City,813,314147,681,279461,47,20797,860,334944,728,300258
08/26/2021 11:00:00 AM,Baltimore City,947,315094,649,280110,41,20838,988,335932,690,300948
08/27/2021 11:00:00 AM,Baltimore City,938,316032,833,280943,39,20877,977,336909,872,301820
08/28/2021 11:00:00 AM,Baltimore City,457,316489,381,281324,35,20912,492,337401,416,302236
08/29/2021 11:00:00 AM,Baltimore City,360,316849,267,281591,19,20931,379,337780,286,302522
08/30/2021 11:00:00 AM,Baltimore City,853,317702,636,282227,48,20979,901,338681,684,303206
08/31/2021 11:00:00 AM,Baltimore City,805,318507,609,282836,30,21009,835,339516,639,303845
09/01/2021 11:00:00 AM,Baltimore City,551,319058,510,283346,46,21055,597,340113,556,304401
09/02/2021 11:00:00 AM,Baltimore City,616,319674,657,284003,27,21082,643,340756,684,305085
09/03/2021 11:00:00 AM,Baltimore City,710,320384,846,284849,46,21128,756,341512,892,305977
09/04/2021 11:00:00 AM,Baltimore City,293,320677,349,285198,18,21146,311,341823,367,306344
09/05/2021 11:00:00 AM,Baltimore City,254,320931,233,285431,19,21165,273,342096,252,306596
09/06/2021 11:00:00 AM,Baltimore City,114,321045,97,285528,7,21172,121,342217,104,306700
09/07/2021 11:00:00 AM,Baltimore City,506,321551,658,286186,11,21183,517,342734,669,307369
09/08/2021 11:00:00 AM,Baltimore City,566,322117,663,286849,41,21224,607,343341,704,308073
09/09/2021 11:00:00 AM,Baltimore City,615,322732,609,287458,16,21240,631,343972,625,308698
09/10/2021 11:00:00 AM,Baltimore City,700,323432,718,288176,51,21291,751,344723,769,309467
09/11/2021 11:00:00 AM,Baltimore City,403,323835,494,288670,23,21314,426,345149,517,309984
09/12/2021 11:00:00 AM,Baltimore City,310,324145,382,289052,5,21319,315,345464,387,310371
09/13/2021 11:00:00 AM,Baltimore City,476,324621,503,289555,21,21340,497,345961,524,310895
09/14/2021 11:00:00 AM,Baltimore City,510,325131,702,290257,34,21374,544,346505,736,311631
09/15/2021 11:00:00 AM,Baltimore City,470,325601,651,290908,21,21395,491,346996,672,312303
09/16/2021 11:00:00 AM,Baltimore City,478,326079,579,291487,36,21431,514,347510,615,312918
09/17/2021 11:00:00 AM,Baltimore City,549,326628,764,292251,31,21462,580,348090,795,313713
09/18/2021 11:00:00 AM,Baltimore City,371,326999,666,292917,13,21475,384,348474,679,314392
09/19/2021 11:00:00 AM,Baltimore City,217,327216,320,293237,2,21477,219,348693,322,314714
09/20/2021 11:00:00 AM,Baltimore City,333,327549,584,293821,24,21501,357,349050,608,315322
09/21/2021 11:00:00 AM,Baltimore City,425,327974,647,294468,21,21522,446,349496,668,315990
09/22/2021 11:00:00 AM,Baltimore City,419,328393,494,294962,39,21561,458,349954,533,316523
09/23/2021 11:00:00 AM,Baltimore City,478,328871,526,295488,31,21592,509,350463,557,317080
09/24/2021 11:00:00 AM,Baltimore City,542,329413,679,296167,72,21664,614,351077,751,317831
09/25/2021 11:00:00 AM,Baltimore City,297,329710,299,296466,4,21668,301,351378,303,318134
09/26/2021 11:00:00 AM,Baltimore City,192,329902,184,296650,4,21672,196,351574,188,318322
09/27/2021 11:00:00 AM,Baltimore City,444,330346,344,296994,26,21698,470,352044,370,318692
09/28/2021 11:00:00 AM,Baltimore City,424,330770,551,297545,18,21716,442,352486,569,319261
09/29/2021 11:00:00 AM,Baltimore City,480,331250,507,298052,14,21730,494,352980,521,319782
09/30/2021 11:00:00 AM,Baltimore City,474,331724,547,298599,35,21765,509,353489,582,320364
10/01/2021 11:00:00 AM,Baltimore City,618,332342,632,299231,32,21797,650,354139,664,321028
10/02/2021 11:00:00 AM,Baltimore City,278,332620,302,299533,11,21808,289,354428,313,321341
10/03/2021 11:00:00 AM,Baltimore City,239,332859,214,299747,24,21832,263,354691,238,321579
10/04/2021 11:00:00 AM,Baltimore City,402,333261,325,300072,20,21852,422,355113,345,321924
10/05/2021 11:00:00 AM,Baltimore City,416,333677,421,300493,10,21862,426,355539,431,322355
10/06/2021 11:00:00 AM,Baltimore City,450,334127,431,300924,24,21886,474,356013,455,322810
10/07/2021 11:00:00 AM,Baltimore City,462,334589,426,301350,33,21919,495,356508,459,323269
10/08/2021 11:00:00 AM,Baltimore City,507,335096,439,301789,19,21938,526,357034,458,323727
10/09/2021 11:00:00 AM,Baltimore City,213,335309,258,302047,28,21966,241,357275,286,324013
10/10/2021 11:00:00 AM,Baltimore City,160,335469,149,302196,5,21971,165,357440,154,324167
10/11/2021 11:00:00 AM,Baltimore City,385,335854,366,302562,12,21983,397,357837,378,324545
10/12/2021 11:00:00 AM,Baltimore City,370,336224,418,302980,13,21996,383,358220,431,324976
10/13/2021 11:00:00 AM,Baltimore City,395,336619,384,303364,52,22048,447,358667,436,325412
10/14/2021 11:00:00 AM,Baltimore City,355,336974,383,303747,29,22077,384,359051,412,325824
10/15/2021 11:00:00 AM,Baltimore City,436,337410,544,304291,29,22106,465,359516,573,326397
10/16/2021 11:00:00 AM,Baltimore City,198,337608,235,304526,16,22122,214,359730,251,326648
10/17/2021 11:00:00 AM,Baltimore City,136,337744,129,304655,5,22127,141,359871,134,326782
10/18/2021 11:00:00 AM,Baltimore City,346,338090,384,305039,28,22155,374,360245,412,327194
10/19/2021 11:00:00 AM,Baltimore City,316,338406,355,305394,13,22168,329,360574,368,327562
10/20/2021 11:00:00 AM,Baltimore City,318,338724,376,305770,11,22179,329,360903,387,327949
10/21/2021 11:00:00 AM,Baltimore City,383,339107,421,306191,30,22209,413,361316,451,328400
10/22/2021 11:00:00 AM,Baltimore City,366,339473,501,306692,36,22245,402,361718,537,328937
10/23/2021 11:00:00 AM,Baltimore City,188,339661,192,306884,10,22255,198,361916,202,329139
10/24/2021 11:00:00 AM,Baltimore City,141,339802,132,307016,2,22257,143,362059,134,329273
10/25/2021 11:00:00 AM,Baltimore City,314,340116,333,307349,32,22289,346,362405,365,329638
10/26/2021 11:00:00 AM,Baltimore City,355,340471,374,307723,17,22306,372,362777,391,330029
10/27/2021 11:00:00 AM,Baltimore City,350,340821,373,308096,32,22338,382,363159,405,330434
10/28/2021 11:00:00 AM,Baltimore City,406,341227,414,308510,31,22369,437,363596,445,330879
10/29/2021 11:00:00 AM,Baltimore City,363,341590,470,308980,39,22408,402,363998,509,331388
10/30/2021 11:00:00 AM,Baltimore City,215,341805,179,309159,15,22423,230,364228,194,331582
10/31/2021 11:00:00 AM,Baltimore City,135,341940,142,309301,6,22429,141,364369,148,331730
11/01/2021 11:00:00 AM,Baltimore City,295,342235,322,309623,24,22453,319,364688,346,332076
11/02/2021 11:00:00 AM,Baltimore City,305,342540,349,309972,26,22479,331,365019,375,332451
11/03/2021 11:00:00 AM,Baltimore City,385,342925,324,310296,38,22517,423,365442,362,332813
11/04/2021 11:00:00 AM,Baltimore City,445,343370,316,310612,24,22541,469,365911,340,333153
11/05/2021 11:00:00 AM,Baltimore City,513,343883,414,311026,29,22570,542,366453,443,333596
11/06/2021 11:00:00 AM,Baltimore City,656,344539,169,311195,13,22583,669,367122,182,333778
11/07/2021 10:00:00 AM,Baltimore City,337,344876,95,311290,8,22591,345,367467,103,333881
11/08/2021 10:00:00 AM,Baltimore City,714,345590,271,311561,24,22615,738,368205,295,334176
11/09/2021 10:00:00 AM,Baltimore City,649,346239,289,311850,13,22628,662,368867,302,334478
11/10/2021 10:00:00 AM,Baltimore City,697,346936,287,312137,40,22668,737,369604,327,334805
11/11/2021 10:00:00 AM,Baltimore City,760,347696,308,312445,28,22696,788,370392,336,335141
11/12/2021 10:00:00 AM,Baltimore City,783,348479,324,312769,29,22725,812,371204,353,335494
11/13/2021 10:00:00 AM,Baltimore City,625,349104,144,312913,6,22731,631,371835,150,335644
11/14/2021 10:00:00 AM,Baltimore City,361,349465,106,313019,9,22740,370,372205,115,335759
11/15/2021 10:00:00 AM,Baltimore City,571,350036,255,313274,17,22757,588,372793,272,336031
11/16/2021 10:00:00 AM,Baltimore City,696,350732,276,313550,25,22782,721,373514,301,336332
11/17/2021 10:00:00 AM,Baltimore City,606,351338,306,313856,45,22827,651,374165,351,336683
11/18/2021 10:00:00 AM,Baltimore City,645,351983,287,314143,45,22872,690,374855,332,337015
11/19/2021 10:00:00 AM,Baltimore City,661,352644,319,314462,36,22908,697,375552,355,337370
11/20/2021 10:00:00 AM,Baltimore City,592,353236,186,314648,11,22919,603,376155,197,337567
